ASV	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Evalue	BLAST_Top1_Bitscore	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	BLAST_Top2_Accession	BLAST_Top2_Species	BLAST_Top2_Evalue	BLAST_Top2_Bitscore	BLAST_Top2_Pident	BLAST_Top2_Qcovus
d88567ebe660f0a6651f4846b34d71e2	NR_103568	106018	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_slooffiae						
e05fc0449f67499fe6ddec89784dbb5d	NR_174639	749563	8.379999999999999e-126	447.0	99.6	100	250	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	Boeremia_lycopersici	NR_156400	Neodidymella_thailandicum	3.56e-124	441.0	99.203	100
e160892fa06aeac24cede5fd0d9fac0c	NR_131315	4909	2.46e-152	535.0	99.336	100	301	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia	Pichia_kudriavzevii						
eb0a24cde4475b6ba4de24cc713e47bd	NR_130682	5207	1.68e-81	298.0	100.0	98	165	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	7.150000000000001e-80	294.0	99.394	98
ef2a10e078a78c78b0dfca20f3bc56d6	NR_077145	5076	4.29e-116	414.0	100.0	100	229	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	4.29e-116	414.0	100.0	100
f212910f88c465884b6e3ce383c1d163	NR_198413	3031043	6.33e-114	407.0	99.561	100	228	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_muchuanensis						
f32c3a43668f703f0abe5a6d1c0b37a5	NR_168824	2593095	2.69e-20	93.3	100.0	100	51	True	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	Mariannaea_atlantica	NR_168826	Melanographium_phoenicis	2.69e-20	93.3	100.0	100
fb1e99770074de04d7dff1b96c37c523	NR_111728	1235455	1.49e-115	412.0	100.0	100	228	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_cibarius	NR_131286	Aspergillus_ruber	1.49e-115	412.0	100.0	100
fcbc999ca804479fd39bdcaef8c7c1c0	NR_111348	5061	6.33e-114	407.0	99.561	100	228	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_niger	NR_137513	Aspergillus_welwitschiae	6.33e-114	407.0	99.561	100
fe389004a774f698876b52bcd5148b90	NR_111530	887084	1.82e-114	409.0	99.563	100	229	True	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_angustisporum	NR_111532	Cladosporium_exile	1.82e-114	409.0	99.563	100
feb42ca1b6adcd738ff9ba386892f11e	NR_077145	5076	1.82e-114	409.0	99.563	100	229	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_chrysogenum	NR_103695	Penicillium_flavigenum	1.82e-114	409.0	99.563	100
ff05b9a82953ffcc6645056118fff882	NR_130685	1036732	2.21e-113	405.0	100.0	98	224	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium_zeae						
